Categoría:Alimentos fermentados,Wikimedia Commons alberga una categoría multimedia sobre Alimentos fermentados.,Root -> Categoría:Alimentos_por_tipo
Tortilla de patatas,"La tortilla de patatas, de papas o tortilla española es una tortilla u omelet (es decir, huevo batido, cuajado con aceite en la sartén)[2]​ a la que se le agrega patatas troceadas.[3]​ Se trata de uno de los platos más conocidos y emblemáticos de la cocina española, siendo un producto muy popular que se puede encontrar en casi cualquier bar o restaurante del país.[4]​
A partir de la receta básica hay múltiples variantes, tanto en el modo de cocinar los ingredientes como en el cuajado del huevo.[5]​[6]​ El ingrediente adicional más habitual es la cebolla, considerándose más popular incluso la preparación con ella que la receta simple.[7]​[8]​[9]​",Root -> Categoría:Platos_de_España
Tortilla paisana,"La tortilla paisana (a veces también como tortilla a la paisana)[1]​ es una variante de la tortilla de patatas en la que además de llevar patatas como ingrediente principal, se le añaden otras verduras (zanahorias, guisantes, etc) y elementos cárnicos como puede ser el jamón o chorizo.[2]​ La denominación paisana de esta tortilla viene a indicar que no siendo como la tortilla española es paisana de ella (es decir: del mismo país).[3]​ La tortilla es muy popular en la cocina española y es habitual que se sirva como tapa.",Root -> Categoría:Platos_de_España
Categoría:Ensaladas de España,Wikimedia Commons alberga una categoría multimedia sobre Ensaladas de España.,Root -> Categoría:Platos_de_España
Categoría:Platos con pan de España,Wikimedia Commons alberga una categoría multimedia sobre guisos españoles con pan.,Root -> Categoría:Platos_de_España
Categoría:Sopas y estofados de España,Wikimedia Commons alberga una categoría multimedia sobre Sopas y estofados de España.,Root -> Categoría:Platos_de_España
Àmàlà,"El amala o àmàlà (según la ortografía yoruba tonal) es una preparación típica de los yorubas del suroeste de Nigeria (Yorubalandia). Tiene una textura pastosa y se sirve con forma de bola, como acompañamiento caliente. Está hecho con harina de yuca o de ñame (o ambas), o harina de plátano verde.[1]​ Los ñames se pelan, se cortan, se limpian, se secan y luego se mezclan en una harina llamada elubo. Los ñames son de color blanco pero se vuelven marrones cuando se secan, lo que le proporciona al àmàlà su característico color.[2]​[3]​ El àmàlà tiene su origen en la etnia yoruba, aunque también se come en otras zonas de África occidental.[4]​ Se suele servir como guarnición para multitud de ọbẹ (sopas), como ẹfọ, ilá, ewédú, ogbono o gbegiri.[5]​",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Banana,"La banana,[1]​ conocido también como banano, plátano,[2]​ guineo maduro, guineo, cambur o gualele, es un fruto comestible, de varios tipos de grandes plantas herbáceas del género Musa. A estas plantas de gran porte que tienen aspecto de arbolillo se las denomina plataneras, bananeros, bananeras, plátanos o bananos.[3]​ 
Es un fruto con cualidades variables en tamaño, color y firmeza, alargado, generalmente curvado y carnoso, rico en almidón cubierto con una cáscara, que puede ser verde, amarilla, roja, púrpura o marrón cuando está madura. Los frutos crecen en piñas que cuelgan de la parte superior de la planta. Casi todos los plátanos en la actualidad son frutos estériles que no producen semillas fructificantes y provienen de dos especies silvestres: Musa acuminata y Musa balbisiana. El nombre científico de la mayoría de los plátanos cultivados es Musa × paradisiaca, el híbrido Musa acuminata × M. balbisiana, con distintas denominaciones var. o cultivares, dependiendo de su constitución genómica.
Los plátanos, de los que se conocen más de 1000 variedades, proporcionan alimento a grandes poblaciones humanas en dos formas principales:

Plátanos de postre o dulces, para comer principalmente crudos, con gran parte de su fécula convertida en azúcar, destacando la variedad cavendish, que representa aproximadamente el 47% de la producción mundial.
Plátanos de cocinar o de guisar, más grandes, se comen cocinados de formas diversas, con diferentes variedades como el plátano macho o el pisang awak en Asia. Se suelen consumir hervidos, asados o fritos, independientemente de si están maduros o no.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Banana fe'i,"La banana o plátano fe'i (también fehi o féi) es un cultivo del género Musa, utilizadas principalmente por su fruto. Son distintos en apariencia y origen de la mayoría de los plátanos que se cultivan actualmente, que se derivan de diferentes especies silvestres. Se encuentran principalmente en las islas del Pacífico, particularmente en la Polinesia Francesa, los plátanos fe'i tienen pieles que son de color naranja a rojo brillante con pulpa amarilla o naranja en el interior. Por lo general, se comen cocidos y han sido un alimento importante para los isleños del Pacífico, y se trasladan con ellos a medida que migran a través del océano. La mayoría son ricos en beta-caroteno (un precursor de la vitamina A).
El nombre científico de los plátanos fe'i es Musa × troglodytarum L. aunque, de qué especies silvestres descienden no quedó claro de forma precisa hasta enero de 2013.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Bazín,"El bazín (también escrito como bazeen; árabe : بازين ) es un alimento originario de Libia. El ingrediente principal es la harina de cebada, que a veces se mezcla con harina de trigo. El bazín suele servirse con salsa de tomate, huevos, patatas y carne de cordero.
Surgió como alimento básico de las regiones árabes de Libia, aunque ahora es bien conocido en todo Libia, el Magreb y a nivel internacional y, por lo general, sólo se come en días especiales como el viernes.
La masa del bazín está hecha de una mezcla de harina de cebada (200 gramos por persona) y harina de trigo (15 gramos por persona). La harina se hierve en agua con sal hasta formar una masa dura, y luego se le da forma de cúpula redondeada y alisa y se situada en el centro del plato.
La forma tradicional de hacer bazín es formar la masa en pasteles de tamaño de la palma, y cocerla en agua en una olla de cobre especial llamada qidir. Las tortas de cebada, que se ha solidificado, en la olla se dividen con una gran cuchara plana de madera y se mezclan entre sí para formar una sola pieza de gran tamaño. Hoy en día, se utilizar frecuentemente la mezcladora, o bien la masa se cocina inmediatamente en el agua como un pudín.
La salsa bazín se hace friendo la carne (preferentemente el hombro o la pierna) con cebolla picada, cúrcuma, sal, chili en polvo, helba (alholva también llamado fenogreco), pimentón dulce, pimienta negra y tomate molido. Se pueden añadir también habas, lentejas y patatas. La salsa, los huevos con cáscara, las patatas y la carne están dispuestas alrededor de la cúpula de la masa. El plato suele servirse con limón y con chilis o bien frescos o bien imsaiyar (en vinagre) (se dice que los chilis imsaiyar son los más adecuados para el cuscús, debido a la textura más seca del alimento, y no para el bazín; los chilis verdes son la opción más tradicional para el bazín).",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Calabaza gigante,"Una calabaza es un cultivar de calabaza de invierno que es redonda con piel lisa y ligeramente estriada, y con mayor frecuencia tiene una coloración de amarillo intenso a naranja.[1]​ La cáscara gruesa contiene las semillas y la pulpa. El nombre se usa más comúnmente para los cultivares de Cucurbita pepo, pero algunos cultivares de Cucurbita maxima , C. argyrosperma y C. moschata con apariencia similar también se denominan a veces ""calabaza"".[1]​
Originaria de América del Norte (noreste de México y sur de los Estados Unidos ),[1]​ las calabazas son una de las plantas domesticadas más antiguas, ya que se han utilizado a partir del 7500 AC.[1]​ Las calabazas se cultivan ampliamente para uso comercial y como alimento, estética y con fines recreativos. El pastel de calabaza, por ejemplo, es una parte tradicional de las comidas de Acción de Gracias en Canadá y Estados Unidos, y las calabazas se tallan con frecuencia como linternas para decorar Halloween, aunque el puré de calabaza enlatado comercialmente y los rellenos de pastel de calabaza generalmente se hacen con diferentes tipos de calabaza de invierno de los que se usan para las linternas de calabaza.[1]​ En 2019, China representó el 37% de la producción mundial de calabazas.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Èbà,"El eba o ẹ̀bà (según la ortografía yoruba) es un alimento básico que se consume ampliamente en el África occidental, principalmente en Nigeria (donde se originó), y también en algunas partes de Ghana.[1]​ Está hecho de harina de yuca rallada, comúnmente conocida como garri.[2]​
Para hacer ẹ̀bà, la harina garri se machaca hasta que quede bien fina, se mezcla con agua caliente y se remueve hasta que se convierta en una masa firme, más densa que un puré de patatas, de manera que se pueda hacer una bola y mantenerse en esa forma. Cuando se vierte el agua caliente en el garri, se deja unos minutos; tras eso se remueve que quede una masa firme; entonces se le puede denominar ẹ̀bà.
Para comer, se toma una pequeña cantidad de ẹ̀bà con los dedos y se enrolla en una pequeña bola y se sumerge en algún ọbẹ̀ (sopas espesas nigerianas), como la sopa de okro (en castellano, «quingombó»), la sopa de vernonias amargas (ewúro), la sopa de pimienta (ọbẹ̀ ata o ẹ̀fọ́, dependiendo de dialecto) con okro, el ọgbọnọ (en idioma igbo) o apọn (en idioma yorùbá), ewédú, carne, pescado, verdura, gbẹ̀gìrì, amiedi (sopa banga) o sopa de egusi (melón).
El ẹ̀bà tiene un color de amarillo a blanquecino. El color amarilloso proviene del aceite de palma. El garri es muy rico en almidón e hidratos de carbono. Es bastante pesado como una comida y un alimento básico de los africanos guineanos. A menudo se come acompañando sopas y guisos, con carne de res, pescado seco o cordero según el gusto personal.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Eddo,"El eddo o malanga es una hortaliza tropical que a menudo se considera identificable como la especie Colocasia antiquorum,[1]​ estrechamente relacionada con el taro (malanga, Colocasia esculenta), que se utiliza principalmente por sus tallos engrosados (cormos).[2]​[3]​ En la mayoría de los cultivares tiene un sabor acre que requiere una cocción cuidadosa.[2]​ Las hojas jóvenes también pueden cocinarse y comerse, pero (a diferencia del taro) tienen un sabor algo acre.[2]​",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Garri,"En la gastronomía de África occidental, garri hace referencia a cualquier producto alimenticio hecho polvo, tipo la harina, bien sea garin dawa (harina de sorgo guineano), garin masara (harina de maíz), garin sukkhari (azúcar en polvo)...etc. aunque el más común y popular es el de yuca (también llamada mandioca o tapioca).[1]​ También se puede usar para otras sustancias molidas que no son alimento, como en garin magani (medicina en polvo).
Estos garris de harina mezclados con agua solían ser una parte importante de la dieta en las tierras hausa y en casi toda Nigeria, Ghana, Camerún y Liberia.
La edad de esta antigua palabra en el idioma hausa se puede intuir por sus numerosas apariciones en refranes:

Yaro da garri abokin tafiyar manya – «un niño que tiene garri puede viajar con los ancianos».
Wanda Allah ya zuba ma garin nono ba zai sha da tsamiya Ba  – «Quien Dios alimenta su garri con leche, no tendrá que beberlo solo con tamarindo». (La leche con garri era un lujo, mientras que la fruta de tamarindo disponible en el bosque puede mejorar el sabor).
Wanka da garri ba ya maganin yunwa – «Bañarse con garri no va a curar el hambre».",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Grano,"Un grano es una semilla pequeña, dura y seca, con o sin cáscara o capa de fruta adherida, cosechada para consumo humano o animal.[1]​ Los dos tipos principales de cultivos de granos comerciales son los cereales y las legumbres. El término se refiere específicamente a semillas de plantas de la familia de las gramíneas, como trigo, maíz y arroz; las semillas de especies herbáceas no comestibles también se denominan a menudo «granos». 
Después de la cosecha, los granos secos son más duraderos que otros alimentos básicos, como frutas con almidón (plátano, fruta del pan, etc.) y tubérculos (camote, mandioca y más). Esta durabilidad ha hecho que los granos se adapten bien a la agricultura industrial, ya que pueden recolectarse mecánicamente, transportarse por ferrocarril o barco, almacenarse durante largos períodos en silos y molerse para obtener harina o prensarse para obtener aceite. Por tanto, existen importantes mercados mundiales de productos básicos para el maíz, el arroz, la soja, el trigo y otros cereales, pero no para los tubérculos, hortalizas u otros cultivos.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Pasta,"La pasta es un conjunto de alimentos preparados con una masa cuyo ingrediente básico es la sémola, mezclada con agua, y a la cual se puede añadir sal, huevo u otros ingredientes, conformando un producto que generalmente se cuece en agua hirviendo. 
En Oriente son habituales la harina de alforfón (Fagopyrum esculentum) o de arroz (Oryza sativa), mientras que la mayor parte de las recetas occidentales siguen la tradición italiana (por ejemplo, la tradición de pasta emiliana, pasta de Campania, pasta de Liguria, etc.), por lo tanto emplean harina de trigo candeal (Triticum durum).
También pueden añadirse otros ingredientes de manera opcional:

Huevo: le otorga consistencia.
Verduras u hortalizas: aportan vitaminas y minerales, además de color.
Suplementos de proteínas: soja, leche, etc. Son las denominadas pastas fortificadas.
Suplementos de vitaminas y minerales: Son las pastas llamadas enriquecidas.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Categoría:Cereales,Wikimedia Commons alberga una categoría multimedia sobre Cereales.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Categoría:Maíz,"Wikimedia Commons alberga una categoría multimedia sobre Maíz.
 Wikispecies tiene un artículo sobre Maíz.
 Wikcionario  tiene definiciones y otra información sobre maíz.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Categoría:Pan,Wikimedia Commons alberga una categoría multimedia sobre Pan.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos
Alubia carilla,"La variedad del frijol o alubia Black-eyed (en inglés, black-eyed pea o black-eyed bean «alubia negro-punteada»), alubia carilla, ojo de liebre, ojo negro o en el Perú llamada como frejol Castilla[1]​ es una subespecie de la especie Vigna unguiculata (carilla, chíchare, alubia o caupí), cultivado en todo el mundo por su frijol comestible de tamaño mediano. La variedad comercial común se llama California Blackeye, que es de color pálido con una mancha negra prominente.
El sur de Estados Unidos tiene innumerables variedades, muchas de ellas vestigios vegetales, que varían en tamaño y color (puede ser negro, marrón, rojo, rosa o verde). Todas las variedades de alubia son verdes cuando están recién peladas y marrones o tostadas cuando se secan. 
Este tipo de alubia es el único que ya existía en la península ibérica antes del Descubrimiento de América, y consta que fue alimento para los antiguos griegos y romanos y para los árabes de Al-Ándalus. Se consume principalmente en el interior, como en Extremadura, y en Cataluña, donde se le llama fesolets.
El nombre botánico actualmente aceptado para el guisante de ojos negros es Vigna unguiculata subsp. unguiculata, aunque anteriormente se clasificó en el género Phaseolus. Vigna unguiculata subsp. dekindtiana es el pariente salvaje y Vigna unguiculata subsp. sesquipedalis es el frijol serpiente o espárrago relacionado. El frijol ojo de cabra del norte de México, a veces se lo confunde con el Black-eyed, pero son diferentes.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos de días festivos
Día del Rollo de Canela,"El Día del Rollo de Canela (en sueco, kanelbullens dag; en finlandés, korvapuustipäivä) se celebra anualmente cada 4 de octubre en Suecia y Finlandia para promover los rollos de canela, postre tradicional.[1]​ Es un día temático creado con fines de marketing, instituido en 1999 por Kaeth Gardestedt. En ese momento, era gerente de proyectos del Consejo de Repostería Casera (Hembakningsrådet), que históricamente fue un grupo comercial respaldado por fabricantes de levadura, productores de harina, fabricantes de azúcar y fabricantes de margarina, y ahora cuenta con el respaldo de la marca de azúcar Dansukker.[2]​",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos de días festivos
Categoría:Alimentos de Día de Acción de Gracias,Wikimedia Commons alberga una categoría multimedia sobre Alimentos de Día de Acción de Gracias.Alimentos servidos normalmente en el Día de Acción de Gracias en Estados Unidos o en Canadá.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos de días festivos
Categoría:Alimentos de Halloween,Wikimedia Commons alberga una categoría multimedia sobre Alimentos de Halloween.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos de días festivos
Alimento fermentado,Los alimentos fermentados son aquellos que se obtienen del proceso de convertir carbohidratos en alcohol o ácidos. Esta actividad de fermentación permite que los alimentos modifiquen su sabor al mismo tiempo que aumentar su vida útil (permitiendo su conservación).[1]​,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Sandor Katz,"Sandor Ellix Katz (20 de mayo de 1962) es un escritor alimentario estadounidense y activista alimentario DIY, fermentista.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Appam,"El appam (malayalam: അപ്പം) es una receta típica de las cocinas del sur de la India y Sri Lanka que se toma con mayor frecuencia para desayunar o cenar. Se llama appam en Kerala y aappam en Tamil Nadu, paddu o gulle eriyappa en Kannada, appa en cingalés y hoppers (‘saltamontes’) en inglés.
Appum o aapum (la pronunciación cambia de una región a otra) es un término equivalente a pan. En ciertas partes del país se llama kalappam a un pan de pasta de arroz cocido sobre piedra, donde kal (tamil: க‌ல்) significa ‘piedra’. Otro tipo de appam es el kallappam, parecido a un panqueque, donde kall (tamil: க‌ள்) significa ‘tuba’, que se emplea para la fermentación. Este tipo de appam se prepara en un molde llamado appa kal.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Crème fraîche,"Crème fraîche es una expresión francesa que traducida literalmente significa ‘crema fresca’ o ‘nata fresca’. Es una crema de leche, entre blanca y amarillo pálido, con un contenido en grasa de 30–40 % y un 15% de lactosa, y ligeramente acidificada por los cultivos bacterianos que contiene. Es, sin embargo, menos amarga y más grasa que la crema agria que se le asemeja. Originariamente la crème fraîche era una especialidad francesa,[1]​ pero hoy se ha extendido a lo largo de Europa y es muy empleada en sus cocinas, siendo fácil adquirirla en forma de tarrinas en la sección de refrigerados de los supermercados. Existen distribuciones comerciales especiales con menos contenido de lactosa para aquellas personas que padezcan intolerancia a la lactosa.[cita requerida]",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Cultivos alimenticios microbianos,"Los cultivos alimenticios microbianos son bacterias vivas, levaduras o hongos que se utilizan en la producción de alimentos. Los cultivos alimenticios microbianos llevan a cabo el proceso de fermentación  en los alimentos. Utilizado por el ser humano desde el Neolítico (alrededor de 10 000 años antes de Cristo)[1]​la fermentación ayuda a conservar los alimentos perecederos y a mejorar sus cualidades nutricionales y organolépticas (en este caso, gusto, vista,olfato, tacto). En 1995, los alimentos fermentados representaban entre un cuarto y un tercio de los alimentos consumidos en Europa Central.[2]​  Se identifican y describen más de 260 especies diferentes de cultivos alimenticios microbianos por su uso beneficioso en productos alimenticios fermentados a nivel mundial,[3]​ lo que demuestra la importancia de su uso.
Los fundamentos científicos de la función de los microbios en la fermentación comenzaron a construirse con los descubrimientos de Louis Pasteur en la segunda mitad del siglo XIX.[4]​[5]​ Un amplio estudio científico sigue caracterizando taxonómicamente, fisiológicamente, bioquímicamente y genéticamente los cultivos alimentarios microbianos utilizados tradicionalmente en la fermentación de alimentos. Esto permite comprender mejor y mejorar el procesamiento tradicional de los alimentos y abre nuevos campos de aplicación.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Curtido,"El Curtido es un tipo de col relish  ligeramente fermentada.  Es típico en la  cocina salvadoreña y la de otros países centroamericanos, y está normalmente hecha con col, cebollas, zanahorias, orégano, y a veces zumo de lima;  se parece al chucrut, al kimchi o la tarta coleslaw. Es generalmente servido junto a pupusas. Existe así mismo una variación del curtido el cual es preparado con mayonesa. Ambos curtidos, vinagre y mayonesa, son muy apreciados por los comensales pues son acompañamientos indispensables de las pupusas. [1]​
El también país centroamericano Belice tiene una receta similar también llamada ""curtido"" por sus habitantes hispanohablantes; sin embargo, este es un relish fermentado picante, hecho con cebollas, habaneros, y vinagre. Suele usarse para ser rociado por encima de salbutes, garnaches, y otros platos comunes en la cocina beliceña. 


== Referencias ==",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Dosa,"La dosa (otras pronunciaciones) es una preparación alimenticia plana en forma de disco, elaborada con una mezcla semilíquida fermentada de arroz y frijol, al que se agregan especias, y que toma consistencia al calor. Es un plato muy típico de la cocina india, especialmente del sur del país. 
Fonéticamente la palabra se pronuncia más precisamente como dóse o a veces como dósai; sin embargo la transcripción dosa es la que prevalece y que ha sido ampliamente aceptada por la industria de la restauración india. Este tipo de merienda es baja en grasas y posee un alto contenido en carbohidratos y proteínas. En el sur de la india es un elemento típico en los desayunos.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Fermentación en estado sólido,"La fermentación en medio sólido o también fermentación en estado sólido (denominada a veces en la literatura abreviadamente como SSF), se define como el crecimiento de microorganismos en medios sólidos, o semi-sólidos, en ausencia de agua libre. Esta técnica ha sido aplicada desde la antigüedad en la preparación de alimentos fermentados.[1]​ Las fermentaciones de estas características son aquellas en las cuales el sustrato no está ni disuelto ni en suspensión en un gran volumen de agua. El objetivo del proceso es el aumento parcial del contenido proteico de los alimentos, mejorando además las posibilidades de conservación, cambiando las características físicas y químicas, el color, el olor o el sabor de los mismos.
Es la fermentación que ocurre en ausencia de agua libre; a tal fin, se selecciona un substrato natural o inerte como una alta porosidad, capacidad de absorber agua, proveer nutrientes y promover radica en el hecho de que permite el uso de substratos de muy bajo costo, tales como residuos agroindustriales. Esta tecnología presenta una escasa probabilidad de contaminación por bacterias o levaduras dada su reducida actividad de agua y ofrece condiciones similares al hábitat natural de los hongos. El diseño de los reactores es fácil y económico, aunque no es fácil de controlarla. 
Los hongos filamentosos son los mejor adaptados para crecer en substratos sólidos con bajo contenido de agua libre; además, tienen la capacidad de usar polisacáridos como fuentes de carbono para fraccionarlos en monosacáridos. Como condición, estos hongos deben tener la capacidad de acumular lípidos, bajo la forma de ácidos grasos, hasta valores superiores al 20% de su masa; algunos estudios señalan que la acumulación de lípidos se inicia tan pronto como la fuente de nitrógeno se agota.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Fermentación láctica,"La fermentación láctica es una ruta metabólica anaeróbica que ocurre en la matriz citoplásmica de la célula, en la cual se fermenta la glucosa (se oxida parcialmente)[2]​ para obtener energía metabólica y un producto de desecho que principalmente es el ácido láctico[3]​ (fermentación homoláctica). Además de otros ácidos (fermentación heteroláctica). Se trata de un proceso biológico en el que los azúcares presentes en el medio (generalmente monosacáridos como son la glucosa, galactosa y fructosa) se transforman en ácido láctico.[4]​ La presencia de ácido láctico como metabolito en los alimentos provoca la desactivación de los procesos de descomposición, y por lo tanto la fermentación láctica es tradicionalmente empleada como un método de conserva de alimentos. Las bacterias capaces de promover este proceso biológico se denominan bacterias lácticas.[5]​
La fermentación láctica también se verifica en el tejido muscular cuando, a causa de una intensa actividad motora anaeróbica, no se produce una aportación adecuada de oxígeno que permita el desarrollo de la respiración aeróbica. Cuando el ácido láctico se acumula en las células musculares produce síntomas asociados con la fatiga muscular. Algunas células, como son los eritrocitos, carecen de mitocondrias de manera que se ven obligadas a obtener energía por medio de la fermentación láctica; por el contrario, el parénquima muere rápidamente ya que no fermenta, y su única fuente de energía es la respiración aeróbica.
Entre los alimentos que se ven sometidos a este proceso de fermentación láctica se encuentran las verduras frescas tales como la col (chucrut alemán, o el kimchi coreano), los encurtidos de verduras y hortalizas (pepinillos), los yogures fermentados de cereales (el ogi nigeriano, o el uji de Kenia), los panes de masa madre o los productos sucedáneos que se elaboran sin trigo o cebada (el idli indio o el puto de Filipinas), las leches fermentadas (yogures y quesos), las mezclas de cereal y leche (el kishk egipcio o el trahanas griego), las verduras ricas en proteínas que son sucedáneos de la carne (el tempeh indonesio), las salsas y pastas producidas por fermentación láctica de cereales y legumbres (el miso japonés, la salsa de soja china), las mezclas de gambas y cereal (el Balao-Balao y el buron dalag de filipinas) y algunas carnes embutidas como el salami.[6]​",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Funazushi,"El Funazushi (鮒寿司, Funazushi?) es una especialidad culinaria local (Chinmi) de la cocina japonesa procedente de la Prefectura de Shiga. Emplea un pescado fermentado denominado Nigoro-Buna (Carassius carassius, una variante de las Carpas) procedentes del Lago Biwa.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Gochujang,El gochujang (고추장) es una salsa picante empleada en la condimentación de los platos de la cocina coreana. Se trata de un alimento fermentado a base de chiles rojos en polvo. Se elabora de forma tradicional en recipientes de barro que contienen la pasta de chiles y se llega a fermentar durante años sobre piedras que se denominan jangdokdae (장독대) .,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
Gravlax,"Gravlax (sueco), conocido como graved laks (danés), gravlaks (noruego), graavilohi (finlandés), y graflax (islandés) es un aperitivo escandinavo que consiste en finas rodajas de salmón curadas en sal, azúcar y eneldo.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos fermentados
