Melaza de sorgo,"Sweet sorghum is any of the many varieties of the sorghum grass whose stalks have a high sugar content. Sweet sorghum thrives better under drier and warmer conditions than many other crops and is grown primarily for forage, silage, and syrup production.
Sweet sorghum syrup is known as sorghum molasses in some regions of the United States, though in most of the U.S. the term molasses refers to a sweet syrupy byproduct of sugarcane or sugar beet sugar extraction.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Mijo,"Millets () are a group of highly variable small-seeded grasses, widely grown around the world as cereal crops or grains for fodder and human food. Most species generally referred to as millets belong to the tribe Paniceae, but some millets also belong to various other taxa.
Millets are important crops in the semiarid tropics of Asia and Africa (especially in India, Mali, Nigeria, and Niger), with 97% of millet production in developing countries. This crop is favored due to its productivity and short growing season under dry, high-temperature conditions.
Millets are indigenous to many parts of the world. The most widely grown millets are sorghum and pearl millets, which are important crops in India and parts of Africa. Finger millet, proso millet, and foxtail millet are also important crop species.
Millets may have been consumed by humans for about 7,000 years and potentially had ""a pivotal role in the rise of multi-crop agriculture and settled farming societies.""",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Nintendo Cereal System,"Nintendo Cereal System is a breakfast cereal which was produced by Ralston Cereals in 1988 and discontinued in 1989. The name of the cereal was based on the Nintendo Entertainment System, and represents two of the most popular video games for the NES at the time: Super Mario Bros. and The Legend of Zelda. Over the years, the cereal has been sold as memorabilia for collectors on online auction sites, at prices exceeding $100 per box. In 2010, a box was sold on eBay for over $200.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Oryza,"Oryza is a genus of plants in the grass family. It includes the major food crop rice (species Oryza sativa and Oryza glaberrima). Members of the genus grow as tall, wetland grasses, growing to 1–2 metres (3–7 ft) tall; the genus includes both annual and perennial species.Oryza is situated in tribe Oryzeae, which is characterized morphologically by its single-flowered spikelets whose glumes are almost completely suppressed. In Oryza, two sterile lemma simulate glumes. The tribe Oryzeae is in subfamily Ehrhartoideae,  a group of Poaceae tribes with certain features of internal leaf anatomy in common. The most distinctive leaf characteristics of this subfamily are the arm cells and fusoid cells found in their leaves.One species, Asian rice (O. sativa), provides 20% of global grain and is a food crop of major global importance. The species are divided into two subgroups within the genus.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Palomitas de maíz,"Popcorn (also called popped corn, popcorns or pop-corn) is a variety of corn kernel which expands and puffs up when heated; the same names also refer to the foodstuff produced by the expansion.
A popcorn kernel's strong hull contains the seed's hard, starchy shell endosperm with 14–20% moisture, which turns to steam as the kernel is heated. Pressure from the steam continues to build until the hull ruptures, allowing the kernel to forcefully expand, to 20 to 50 times its original volume, and then cool.Some strains of corn (taxonomized as Zea mays)  are cultivated specifically as popping corns. The Zea mays variety everta, a special kind of flint corn, is the most common of these.
Popcorn is one of six major types of corn, which includes dent corn, flint corn, pod corn, flour corn, and sweet corn.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Panicum miliaceum,"Panicum miliaceum is a grain crop with many common names, including proso millet, broomcorn millet, common millet, hog millet, Kashfi millet, red millet, and white millet. Archaeobotanical evidence suggests millet was first domesticated about 10,000 BP in Northern China. The crop is extensively cultivated in China, India, Nepal, Russia, Ukraine, Belarus, the Middle East, Turkey, Romania, and the United States, where about half a million acres are grown each year. The crop is notable both for its extremely short lifecycle, with some varieties producing grain only 60 days after planting, and its low water requirements, producing grain more efficiently per unit of moisture than any other grain species tested. The name ""proso millet"" comes from the pan-Slavic general and generic name for millet (Serbo-Croatian: proso / просо, Czech: proso, Polish: proso, Russian: просо). Proso millet is a relative of foxtail millet, pearl millet, maize, and sorghum within the grass subfamily Panicoideae. While all of these crops use C4 photosynthesis, the others all employ the NADP-ME as their primary carbon shuttle pathway, while the primary C4 carbon shuttle in proso millet is the NAD-ME pathway.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Panicum virgatum,"Panicum virgatum, commonly known as switchgrass, is a perennial warm season bunchgrass native to North America, where it occurs naturally from 55°N latitude in Canada southwards into the United States and Mexico. Switchgrass is one of the dominant species of the central North American tallgrass prairie and can be found in remnant prairies, in native grass pastures, and naturalized along roadsides. It is used primarily for soil conservation, forage production, game cover, as an ornamental grass, in phytoremediation projects, fiber, electricity, heat production, for biosequestration of atmospheric carbon dioxide, and more recently as a biomass crop for ethanol and butanol.
Other common names for switchgrass include tall panic grass, Wobsqua grass, blackbent, tall prairiegrass, wild redtop, thatchgrass, and Virginia switchgrass.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Pennisetum glaucum,"Pearl millet (Cenchrus americanus, commonly known as the synonym Pennisetum glaucum; also known as 'Bajra' in Hindi, 'Sajje' in Kannada, 'Kambu' in Tamil, 'Bajeer' in Kumaoni and 'Maiwa' in Hausa) is the most widely grown type of millet. It has been grown in Africa and the Indian subcontinent since prehistoric times. The center of diversity, and suggested area of domestication, for the crop is in the Sahel zone of West Africa. Recent archaeobotanical research has confirmed the presence of domesticated pearl millet on the Sahel zone of northern Mali between 2500 and 2000 BC.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Phalaris aquatica,"Phalaris aquatica, known by the common names bulbous canary-grass and Harding grass, is a species of grass in the genus Phalaris of the family Poaceae.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Phalaris canariensis,"Canary grass is a plant, Phalaris canariensis, belonging to the family Poaceae.  Originally a native of the Mediterranean region, it is now grown commercially in several parts of the world for birdseed.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Puccinia graminis,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cereal farming throughout history. The annual recurrence of stem rust of wheat in North Indian plains was discovered by Prof. K.C. Mehta. Since the 1950s, wheat strains bred to be resistant to stem rust have become available. Fungicides effective against stem rust are available as well.In 1999 a new virulent race of stem rust was identified against which most current wheat strains show no resistance. The race was named TTKSK (e.g. isolate Ug99). An epidemic of stem rust on wheat caused by race TTKSK spread across Africa, Asia and the Middle East, causing major concern due to the large numbers of people dependent on wheat for sustenance, thus threatening global food security.An outbreak of another virulent race of stem rust, TTTTF, took place in Sicily in 2016, suggesting that the disease is returning to Europe. Comprehensive genomic analysis of Puccinia graminis, combined with plant pathology and climate data, has pointed out the potential of the re-emergence of stem wheat rust in UK.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Salvado,"Bran, also known as miller's bran, is the hard outer layers of cereal grain. It consists of the combined aleurone and pericarp. Corn (maize) bran also includes the pedicel (tip cap).  Along with germ, it is an integral part of whole grains, and is often produced as a byproduct of milling in the production of refined grains.
Bran is present in cereal grain, including rice, corn (maize), wheat, oats, barley, rye and millet. Bran is not the same as chaff, which is a coarser scaly material surrounding the grain but not forming part of the grain itself, and which is indigestible by humans.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Setaria italica,"Foxtail millet, scientific name Setaria italica (synonym Panicum italicum L.), is an annual grass grown for human food. It is the second-most widely planted species of millet, and the most grown millet species in Asia. The oldest evidence of foxtail millet cultivation was found along the ancient course of the Yellow River in Cishan, China, carbon dated to be from around 8,000 years before present. Foxtail millet has also been grown in India since antiquity.Other names for the species include dwarf setaria, foxtail bristle-grass, giant setaria, green foxtail, Italian millet, German millet, and Hungarian millet.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Sorghum bicolor,"Sorghum bicolor, commonly called sorghum () and also known as great millet, broomcorn, guinea corn, durra, imphee, jowar, or milo, is a grass species cultivated for its grain, which is used for food for humans, animal feed, and ethanol production. Sorghum originated in Africa, and is now cultivated widely in tropical and subtropical regions. Sorghum is the world's fifth-most important cereal crop after rice, wheat, maize, and barley, with 59.34 million metric tons of annual global production in 2018. S. bicolor is typically an annual, but some cultivars are perennial. It grows in clumps that may reach over 4 m high. The grain is small, ranging from 2 to 4 mm in diameter. Sweet sorghums are sorghum cultivars that are primarily grown for forage, syrup production, and ethanol; they are taller than those grown for grain.Sorghum bicolor is the cultivated species of sorghum; its wild relatives make up the botanical genus Sorghum.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Sorgo,"Sorghum () is a genus of about 25 species of flowering plants in the grass family (Poaceae). Some of these species are grown as cereals for human consumption and some in pastures for animals. One species is grown for grain, while many others are used as fodder plants, either cultivated in warm climates worldwide or naturalized in pasture lands.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Sorgo común,"Sorghum bicolor, commonly called sorghum () and also known as great millet, broomcorn, guinea corn, durra, imphee, jowar, or milo, is a grass species cultivated for its grain, which is used for food for humans, animal feed, and ethanol production. Sorghum originated in Africa, and is now cultivated widely in tropical and subtropical regions. Sorghum is the world's fifth-most important cereal crop after rice, wheat, maize, and barley, with 59.34 million metric tons of annual global production in 2018. S. bicolor is typically an annual, but some cultivars are perennial. It grows in clumps that may reach over 4 m high. The grain is small, ranging from 2 to 4 mm in diameter. Sweet sorghums are sorghum cultivars that are primarily grown for forage, syrup production, and ethanol; they are taller than those grown for grain.Sorghum bicolor is the cultivated species of sorghum; its wild relatives make up the botanical genus Sorghum.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Triticale,"Triticale (; × Triticosecale) is a hybrid of wheat (Triticum) and rye (Secale) first bred in laboratories during the late 19th century in Scotland and Germany. Commercially available triticale is almost always a second-generation hybrid, i.e., a cross between two kinds of primary (first-cross) triticales. As a rule, triticale combines the yield potential and grain quality of wheat with the disease and environmental tolerance (including soil conditions) of rye. Only recently has it been developed into a commercially viable crop. Depending on the cultivar, triticale can more or less resemble either of its parents. It is grown mostly for forage or fodder, although some triticale-based foods can be purchased at health food stores and can be found in some breakfast cereals.
When crossing wheat and rye, wheat is used as the female parent and rye as the male parent (pollen donor). The resulting hybrid is sterile and must be treated with colchicine to induce polyploidy and thus the ability to reproduce itself.
The primary producers of triticale are Poland, Germany, Belarus, France and Russia. In 2014, according to the Food and Agriculture Organization (FAO), 17.1 million tons were harvested in 37 countries across the world.The triticale hybrids are all amphidiploid, which means the plant is diploid for two genomes derived from different species. In other words, triticale is an allotetraploid. In earlier years, most work was done on octoploid triticale. Different ploidy levels have been created and evaluated over time. The tetraploids showed little promise, but hexaploid triticale was successful enough to find commercial application.The International Maize and Wheat Improvement Center (CIMMYT) triticale improvement program was intended to improve food production and nutrition in developing countries. Triticale was thought to have potential in the production of bread and other food products, such as cookies, pasta, pizza dough and breakfast cereals. The protein content is higher than that of wheat, although the glutenin fraction is less. The grain has also been stated to have higher levels of lysine than wheat. Acceptance would require the milling industry to adapt to triticale, as the milling techniques employed for wheat are unsuited to triticale. Past research indicated that triticale could be used as a feed grain and, particularly, later research found that its starch is readily digested. As a feed grain, triticale is already well established and of high economic importance. It has received attention as a potential energy crop, and research is currently being conducted on the use of the crop's biomass in bioethanol production.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Triticum dicoccum,"Emmer wheat or hulled wheat is a type of awned wheat.  Emmer is a tetraploid (4n = 4x = 28 chromosomes).  The domesticated types are Triticum turgidum subsp. dicoccum and Triticum turgidum conv. durum. The wild plant is called Triticum turgidum subsp. dicoccoides.  The principal difference between the wild and the domestic is that the ripened seed head of the wild plant shatters and scatters the seed onto the ground, while in the domesticated emmer the seed head remains intact, thus making it easier for humans to harvest the grain.Along with einkorn wheat, emmer was one of the first crops domesticated in the Near East. It was widely cultivated in the ancient world, but is now a relict crop in mountainous regions of Europe and Asia.
Emmer is considered a type of farro food especially in Italy.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Triticum spelta,"Spelt (Triticum spelta), also known as dinkel wheat or hulled wheat, is a species of wheat that has been cultivated since approximately 5000 BC.
Spelt was an important staple food in parts of Europe from the Bronze Age to medieval times. Now it survives as a relict crop in Central Europe and northern Spain, and it has found a new market as a health food. Spelt is sometimes considered a subspecies of the closely related species common wheat (Triticum aestivum), in which case its botanical name is considered to be Triticum aestivum subsp. spelta. Like common wheat, it is a hexaploid wheat, which means it has six sets of chromosomes.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Tritordeum,"Tritordeum is a hybrid crop, obtained by crossing durum wheat with the wild barley Hordeum chilense. It has less gliadin (gluten) than wheat, but still performs well in breads, both in terms of dough rising and texture qualities, and in taste-testing, where it substantially outperformed gluten-free breads. It has ten times more lutein, more oleic acid, and more fiber than wheat, giving products made from it a yellower hue and a pleasant flavor profile.

Under development by the Spanish National Research Council since 1977, it was launched onto the market in April 2013 by the start-up Agrasys company created under the auspices of the University of Barcelona to commercialize the cereal. It is planted on about 1300 ha in Portugal, Spain, France, Italy and Turkey. It does better in hotter and drier growing conditions than wheat, using less water. Because of this water-saving feature, it won first prize for a Sustainable Ingredient in the 2018 Sustainable Food Awards organized by Ecovia Intelligence.


== References ==",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Zahína,"Sorghum bicolor, commonly called sorghum () and also known as great millet, broomcorn, guinea corn, durra, imphee, jowar, or milo, is a grass species cultivated for its grain, which is used for food for humans, animal feed, and ethanol production. Sorghum originated in Africa, and is now cultivated widely in tropical and subtropical regions. Sorghum is the world's fifth-most important cereal crop after rice, wheat, maize, and barley, with 59.34 million metric tons of annual global production in 2018. S. bicolor is typically an annual, but some cultivars are perennial. It grows in clumps that may reach over 4 m high. The grain is small, ranging from 2 to 4 mm in diameter. Sweet sorghums are sorghum cultivars that are primarily grown for forage, syrup production, and ethanol; they are taller than those grown for grain.Sorghum bicolor is the cultivated species of sorghum; its wild relatives make up the botanical genus Sorghum.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Categoría:Harinas,"Flour, coarse ground meals, fine-ground of various grains and plant products. 
See also other types of Category:Starch which are not milled, but extracted after grinding, sheredding, etc. roots, vines, etc. vegetative matter. Cf. seaweeed products like agar, sometimes sold in powders. See also Category:Edible thickening agents.
Some other food ingredients that may be mistaken for starches or dough are proteins such as glutens.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Cereales
Huevo,"Eggs are laid by female animals of many different species, including birds, reptiles, amphibians, a few mammals, and fish, and many of these have been eaten by humans for thousands of years. Bird and reptile eggs consist of a protective eggshell, albumen (egg white), and vitellus (egg yolk), contained within various thin membranes. The most commonly consumed eggs are chicken eggs. Other poultry eggs including those of duck and quail also are eaten. Fish eggs are called roe and caviar.
Egg yolks and whole eggs store significant amounts of protein and choline, and are widely used in cookery. Due to their protein content, the United States Department of Agriculture formerly categorized eggs as Meats within the Food Guide Pyramid (now MyPlate). Despite the nutritional value of eggs, there are some potential health issues arising from cholesterol content, salmonella contamination, and allergy to egg proteins.
Chickens and other egg-laying creatures are kept widely throughout the world and mass production of chicken eggs is a global industry. In 2009, an estimated 62.1 million metric tons of eggs were produced worldwide from a total laying flock of approximately 6.4 billion hens. There are issues of regional variation in demand and expectation, as well as current debates concerning methods of mass production. In 2012, the European Union banned battery husbandry of chickens.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Aceite de huevo,"Egg oil (CAS No. 8001–17–0, INCI: egg oil), also known as egg yolk oil or ovum oil, is derived from the yolk of chicken eggs consisting mainly of triglycerides with traces of lecithin, cholesterol, biotin, xanthophylls lutein and zeaxanthin, and immunoglobulins.  It is free of egg proteins and hence may be used safely by people who are allergic to eggs, for topical applications such as hair and skin care. The product has several historical references in Unani (Greek) medicine for hair care. Traditional Chinese medicine uses egg oil for burns, eczema, dermatitis, mouth ulcers, skin ulcers, chapped nipples, tinea capitis, ringworm, nasal vestibulitis, frostbite, and hemorrhoids.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Alergia al huevo,"Egg allergy is an immune hypersensitivity to proteins found in chicken eggs, and possibly goose, duck, or turkey eggs. Symptoms can be either rapid or gradual in onset. The latter can take hours to days to appear. The former may include anaphylaxis, a potentially life-threatening condition which requires treatment with epinephrine. Other presentations may include atopic dermatitis or inflammation of the esophagus.In the United States, 90% of allergic responses to foods are caused by cow's milk, eggs, wheat, shellfish, peanuts, tree nuts, fish, and soy beans.  The declaration of the presence of trace amounts of allergens in foods is not mandatory in any country, with the exception of Brazil.Prevention is by avoiding eating eggs and foods that may contain eggs, such as cake or cookies. It is unclear if the early introduction of the eggs to the diet of babies aged 4–6 months decreases the risk of egg allergies.Egg allergy appears mainly in children but can persist into adulthood. In the United States, it is the second most common food allergy in children after cow's milk. Most children outgrow egg allergy by the age of five, but some people remain allergic for a lifetime. In North America and Western Europe, egg allergy occurs in 0.5% to 2.5% of children under the age of five years. The majority grow out of it by school age, but for roughly one-third, the allergy persists into adulthood. Strong predictors for adult-persistence are anaphylaxis, high egg-specific serum immunoglobulin E (IgE), robust response to the skin prick test and absence of tolerance to egg-containing baked foods.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Clara de huevo,"Egg white is the clear liquid (also called the albumen or the glair/glaire) contained within an egg. In chickens it is formed from the layers of secretions of the anterior section of the hen's oviduct during the passage of the egg. It forms around fertilized or unfertilized egg yolks. The primary natural purpose of egg white is to protect the yolk and provide additional nutrition for the growth of the embryo (when fertilized).
Egg white consists primarily of about 90% water into which about 10% proteins (including albumins, mucoproteins, and globulins) are dissolved. Unlike the yolk, which is high in lipids (fats), egg white contains almost no fat, and carbohydrate content is less than 1%. Egg whites contain about 56% of the protein in the egg. Egg white has many uses in food (e.g. meringue, mousse) as well as many other uses (e.g. in the preparation of vaccines such as those for influenza).",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Escándalo de los huevos contaminados con fipronil,The 2017 fipronil eggs contamination is an incident in Europe and Asia involving the spread of fipronil insecticide which contaminated human consumed chicken eggs and egg products.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Huevina,Pasteurized eggs are eggs that have been pasteurized in order to reduce the risk of food-borne illness in dishes that are not cooked or are only lightly cooked. They may be sold as liquid egg products or pasteurized in the shell.,Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Ovolactovegetarianismo,"Lacto-ovo vegetarianism or ovo-lacto vegetarianism is a type of vegetarianism which allows for the consumption of animal products such as eggs and dairy. Unlike pescetarianism, it does not include fish or other seafood. A typical ovo-lacto vegetarian diet may include fruits, vegetables, grains, nuts, seeds, herbs, roots, fungi, milk, cheese, yogurt, kefir, and eggs.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Ovovegetarianismo,"Ovo vegetarianism  is a type of vegetarianism which allows for the consumption of eggs but not dairy products, in contrast with lacto vegetarianism. Those who practice ovo vegetarianism are called ovo-vegetarians. ""Ovo"" comes from the Latin word for egg.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Perforador de huevos,"An egg piercer pierces the air pocket of an eggshell with a small needle to keep the shell from cracking during hard-boiling.  If both ends of the shell are pierced, the egg can be blown out while preserving the shell (for crafts). Examples of egg piercers from the 19th century exist.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Rebanador de huevo,"An egg slicer is a food preparation utensil used to slice peeled, hard-boiled eggs quickly and evenly. An egg slicer consists of a slotted dish for holding the egg and a hinged plate of wires or blades that can be closed to slice.

It was invented at the beginning of the 20th century by the German Willy Abel (1875–1951) who also invented the bread cutter. The first egg slicers were produced in Berlin-Lichtenberg.Dutch comedic duo Van Kooten en de Bie created a mock documentary about a Dutch egg slicer factory in 1983.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Salmonella Paratyphi,"Salmonella enterica subsp. enterica is a subspecies of Salmonella enterica, the rod-shaped, flagellated, aerobic, Gram-negative bacterium. Many of the pathogenic serovars of the S. enterica species are in this subspecies, including that responsible for typhoid.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Yema de huevo,"Among animals which produce eggs, the yolk (; also known as the vitellus) is the nutrient-bearing portion of the egg whose primary function is to supply food for the development of the embryo.  Some types of egg contain no yolk, for example because they are laid in situations where the food supply is sufficient (such as in the body of the host of a parasitoid) or because the embryo develops in the parent's body, which supplies the food, usually through a placenta.  Reproductive systems in which the mother's body supplies the embryo directly are said to be matrotrophic; those in which the embryo is supplied by yolk are said to be lecithotrophic.  In many species, such as all birds, and most reptiles and insects, the yolk takes the form of a special storage organ constructed in the reproductive tract of the mother.  In many other animals, especially very small species such as some fish and invertebrates, the yolk material is not in a special organ, but inside the egg cell (ovum).
As stored food, yolks are often rich in vitamins, minerals, lipids and proteins.  The proteins function partly as food in their own right, and partly in regulating the storage and supply of the other nutrients.  For example, in some species the amount of yolk in an egg cell affects the developmental processes that follow fertilization.
The yolk is not living cell material like protoplasm, but largely passive material, that is to say deutoplasm.  The food material and associated control structures are supplied during oogenesis.  Some of the material is stored more or less in the form in which the maternal body supplied it, partly as processed by dedicated non-germ tissues in the egg, while part of the biosynthetic processing into its final form happens in the oocyte itself.Apart from animals, other organisms, like algae, especially in the oogamous, can also accumulate resources in their female gametes.  In gymnosperms, the remains of the female gametophyte serve also as food supply, and in flowering plants, the endosperm.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Categoría:Platos de huevo,"Dishes that have bird eggs as a main ingredient. For dishes using roe (fish eggs) as a main ingredient, see Category:Roe.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Categoría:Producción de huevos,"Egg farming is the act of keeping poultry for the production of eggs, usually for human consumption.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Huevos (alimento)
Zea mays,"Maize ( MAYZ; Zea mays subsp. mays, from Spanish: maíz after Taino: mahiz), also known as corn (North American and Australian English), is a cereal grain first domesticated by indigenous peoples in southern Mexico about 10,000 years ago. The leafy stalk of the plant produces pollen inflorescences (or ""tassels"") and separate ovuliferous inflorescences called ears that when fertilized yield kernels or seeds, which are fruits.Maize has become a staple food in many parts of the world, with the total production of maize surpassing that of wheat or rice. In addition to being consumed directly by humans (often in the form of masa), maize is also used for corn ethanol, animal feed and other maize products, such as corn starch and corn syrup. The six major types of maize are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn. Sugar-rich varieties called sweet corn are usually grown for human consumption as kernels, while field corn varieties are used for animal feed, various corn-based human food uses (including grinding into cornmeal or masa, pressing into corn oil, fermentation and distillation into alcoholic beverages like bourbon whiskey), and as feedstocks for the chemical industry. Maize is also used in making ethanol and other biofuels.
Maize is widely cultivated throughout the world, and a greater weight of maize is produced each year than any other grain. In 2021, total world production was 1.2 billion tonnes. Maize is the most widely grown grain crop throughout the Americas, with 384 million metric tons grown in the United States alone in 2021. Genetically modified maize made up 85% of the maize planted in the United States in 2009. Subsidies in the United States help to account for its high level of cultivation of maize and its position as the largest producer in the world.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Barba de maíz,"Corn silk is a common Stigma maydis, the shiny, thread-like, weak fibers that grow as part of ears of corn (maize); the tuft or tassel of silky fibers that protrude from the tip of the ear of corn. The ear is enclosed in modified leaves called husks. Each individual fiber is an elongated style, attached to an individual ovary. The term probably originated sometime between 1850 and 1855.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Maíces bolivianos,"The varieties of Bolivian maize are the result of thousands of years of selective breeding for superior agronomic and cooking traits.
Climate and soil diversity is a key feature of the landscape of Bolivia, a country extending between 9° to 22° South and 57° to 69° West. The indigenous cultures that played a key role in the differentiation of the native Bolivian maize races were the Aymara in the north, the Sauces in central Bolivia, and the Yampara in the south. Specifically, the Aymara adapted maize crop growth to the Lake Titicaca plateau, about 3,500-3,800 meters above sea level, a harsh environment, cold, arid, and windy.
Traditionally, maize is cropped in the following regions:

Low tropics (200-900 masl)
Subtropics (1,000–1,600 masl)
Sub-Andean Chaco (200–1,500 masl)
Inter-Andean slopes and valleys (1,700–3,000 masl, as far as the shore of Lake Titicaca at 3,800 masl)Most maize harvested under 1,000 masl is cropped in commercial farms and used to feed livestock.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Broa,"Broa ([ˈbɾow.ɐ] or [ˈbɾo.ɐ]) is a type of corn and rye bread traditionally made in Portugal, Galicia, Angola, Mozambique, Cape Verde and  Brazil, however in those countries it is more closely related to cornbread and its original recipe from Native Americans, where it is traditionally seasoned with fennel. Broa(mostly not in Brazil) is made from a mixture of cornmeal and rye or wheat flour, and is leavened with yeast rather than baking powder or baking soda.
The name ""broa"" comes from the Gothic or Suebian word brauth that means bread.
In Portugal, broa de milho is a type of broa listed on the Ark of Taste. This yeast bread has the rustic flavor and texture that suitably accompanies soups, especially caldo verde, a Portuguese soup made with tender kale, potatoes, and chouriço sausages.
In the Philippines, broa (or broas) traditionally refer to ladyfingers, and not to a type of cornbread. Additionally, in Guyana, broas are instead a style of sugar cookies (or biscuits), flavored with lime, cinnamon, and nutmeg.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Conkies,"Conkies is a sweet cornmeal-based food item popular in the West Indies. The essential ingredients include cornmeal, coconut, sweet potato, raisins and pumpkin and the mixture is cooked by steaming in banana leaves.In Barbados, conkies were once associated with the old British colonial celebration of Guy Fawkes Day on November 5.  In modern Barbados they are eaten during Independence Day celebrations on November 30.
In Saint Lucia and Trinidad and Tobago it is called paime and is usually associated with Creole Day (Jounen Kwéyòl), which is on the last Sunday of October every year in Saint Lucia.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Cornbread,"Cornbread is a quick bread made with cornmeal, associated with the cuisine of the Southern United States, with origins in Native American cuisine. It is an example of batter bread. Dumplings and pancakes made with finely ground cornmeal are staple foods of the Hopi people in Arizona. The Hidatsa people of the Upper Midwest call baked cornbread naktsi. Cherokee and Seneca tribes enrich the basic batter, adding chestnuts, sunflower seeds, apples or berries, and sometimes combining beans or potatoes with the cornmeal. Modern versions of cornbread are usually leavened by baking powder.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
Maíz Bt,"Genetically modified maize (corn) is a genetically modified crop. Specific maize strains have been genetically engineered to express agriculturally-desirable traits, including resistance to pests and to herbicides. Maize strains with both traits are now in use in multiple countries. GM maize has also caused controversy with respect to possible health effects, impact on other insects and impact on other plants via gene flow. One strain, called Starlink, was approved only for animal feed in the US but was found in food, leading to a series of recalls starting in 2000.",Root -> Categoría:Alimentos_por_tipo -> Categoría:Alimentos básicos -> Categoría:Maíz
