Asco,"Disgust (Middle French: desgouster, from Latin gustus, ""taste"") is an emotional response of rejection or revulsion to something potentially contagious or something considered offensive, distasteful, or unpleasant. In The Expression of the Emotions in Man and Animals, Charles Darwin wrote that disgust is a sensation that refers to something revolting. Disgust is experienced primarily in relation to the sense of taste (either perceived or imagined), and secondarily to anything which causes a similar feeling by sense of smell, touch, or vision. Musically sensitive people may even be disgusted by the cacophony of inharmonious sounds. Research continually has proven a relationship between disgust and anxiety disorders such as arachnophobia, blood-injection-injury type phobias, and contamination fear related obsessive–compulsive disorder (also known as OCD).Disgust is one of the basic emotions of Robert Plutchik's theory of emotions and has been studied extensively by Paul Rozin. It invokes a characteristic facial expression, one of Paul Ekman's six universal facial expressions of emotion. Unlike the emotions of fear, anger, and sadness, disgust is associated with a decrease in heart rate.",Root -> Categoría:Emociones
Autoconcepto,"One's self-concept (also called self-construction, self-identity, self-perspective or self-structure) is a collection of beliefs about oneself. Generally, self-concept embodies the answer to the question ""Who am I?"".Self-concept is distinguishable from self-awareness, which is the extent to which self-knowledge is defined, consistent, and currently applicable to one's attitudes and dispositions. Self-concept also differs from self-esteem: self-concept is a cognitive or descriptive component of one's self (e.g. ""I am a fast runner""), while self-esteem is evaluative and opinionated (e.g. ""I feel good about being a fast runner"").
Self-concept is made up of one's self-schemas, and interacts with self-esteem, self-knowledge, and the social self to form the self as a whole. It includes the past, present, and future selves, where future selves (or possible selves) represent individuals' ideas of what they might become, what they would like to become, or what they are afraid of becoming. Possible selves may function as incentives for certain behaviour.The perception people have about their past or future selves relates to their perception of their current selves. The temporal self-appraisal theory argues that people have a tendency to maintain a positive self-evaluation by distancing themselves from their negative self and paying more attention to their positive one. In addition, people have a tendency to perceive the past self less favourably (e.g. ""I'm better than I used to be"") and the future self more positively (e.g. ""I will be better than I am now"").",Root -> Categoría:Emociones
Autoindulgencia,"Self-pity is an emotion in which one feels self-centered sorrow and pity toward the self in regards to one's own internal and external experiences of suffering. Self-pity has also been defined as an emotion ""directed towards others with the goal of attracting attention, empathy, or help""",Root -> Categoría:Emociones
Avaricia,"Greed (or avarice) is an uncontrolled longing for increase in the acquisition or use of material gain (be it food, money, land, or animate/inanimate possessions); or social value, such as status, or power. Greed has been identified as undesirable throughout known human history because it creates behavior-conflict between personal and social goals.",Root -> Categoría:Emociones
Carisma,"Charisma () is compelling attractiveness or charm that can inspire devotion in others.Scholars in sociology, political science, psychology, and management reserve the term for a type of leadership seen as extraordinary; in these fields, the term ""charisma"" is used to describe a particular type of leader who uses ""values-based, symbolic, and emotion-laden leader signaling"".In Christian theology, the term appears as charism, an endowment or extraordinary power given by the Holy Spirit.",Root -> Categoría:Emociones
Celos,"Jealousy generally refers to the thoughts or feelings of insecurity, fear, and concern over a relative lack of possessions or safety.
Jealousy can consist of one or more emotions such as anger, resentment, inadequacy, helplessness or disgust. In its original meaning, jealousy is distinct from envy, though the two terms have popularly become synonymous in the English language, with jealousy now also taking on the definition originally used for envy alone. These two emotions are often confused with each other, since they tend to appear in the same situation.Jealousy is a typical experience in human relationships, and it has been observed in infants as young as five months. Some researchers claim that jealousy is seen in all cultures and is a universal trait. However, others claim jealousy is a culture-specific emotion.Jealousy can either be suspicious or reactive, and it is often reinforced as a series of particularly strong emotions and constructed as a universal human experience. Psychologists have proposed several models to study the processes underlying jealousy and have identified factors that result in jealousy. Sociologists have demonstrated that cultural beliefs and values play an important role in determining what triggers jealousy and what constitutes socially acceptable expressions of jealousy. Biologists have identified factors that may unconsciously influence the expression of jealousy.Throughout history, artists have also explored the theme of jealousy in paintings, films, songs, plays, poems, and books, and theologians have offered religious views of jealousy based on the scriptures of their respective faiths.",Root -> Categoría:Emociones
Compasión,"Compassion motivates people to go out of their way to relieve the physical, mental, or emotional pains of others and themselves. Compassion is often regarded as being sensitive to the emotional aspects of the suffering of others. When based on notions such as fairness, justice, and interdependence, it may be considered rational in nature. 
The word ""compassion"" comes from Middle English, and derives from Old French, via ecclesiastical Latin compassio(n- ), from compati (‘suffer with’). 
Compassion involves ""feeling for another"" and is a precursor to empathy, the ""feeling as another"" capacity (as opposed to sympathy, the ""feeling towards another""). In common parlance, active compassion is the desire to alleviate another's suffering.Compassion involves allowing ourselves to be moved by suffering, and experiencing the motivation to help alleviate and prevent it. An act of compassion is defined by its helpfulness. Qualities of compassion are patience and wisdom; kindness and perseverance; warmth and resolve. It is often, though not inevitably, the key component in what manifests in the social context as altruism. Expression of compassion is prone to be hierarchical, paternalistic, and controlling in responses. The difference between sympathy and compassion is that the former responds to others' suffering with sorrow and concern whereas the latter responds with warmth and care. An article by the Clinical Psychology Review suggests that ""compassion consists of three facets: noticing, feeling, and responding."" This means that compassion is a verb.
The English noun compassion, meaning to suffer together with, comes from Latin. Its prefix com- comes directly from com, an archaic version of the Latin preposition and affix cum (= with); the -passion segment is derived from passus, past participle of the deponent verb patior, patī, passus sum. Compassion is thus related in origin, form and meaning to the English noun patient (= one who suffers), from patiens, present participle of the same patior, and is akin to the Greek verb πάσχειν (= paskhein, to suffer) and to its cognate noun πάθος (= pathos). Ranked a great virtue in numerous philosophies, compassion is considered in almost all the major religious traditions as among the greatest of virtues.",Root -> Categoría:Emociones
Compersión,"Polyamory (from Ancient Greek  πολύ (polú) 'many', and Latin  amor 'love') is the practice of, or desire for, romantic relationships with more than one partner at the same time, with the informed consent of all partners involved. People who identify as polyamorous may believe in open relationships with a conscious management of jealousy and reject the view that sexual and relational exclusivity are prerequisite for deep, committed, long-term, loving relationships. Others prefer to restrict their sexual activity to only members of the group, a closed polyamorous relationship which is usually referred to as polyfidelity.Polyamory has come to be an umbrella term for various forms of non-monogamous, multi-partner relationships, or non-exclusive sexual or romantic relationships. Its usage reflects the choices and philosophies of the individuals involved, but with recurring themes or values, such as love, intimacy, honesty, integrity, equality, communication, and commitment.  It can also be distinguished from some other forms of ethical non-monogamy in that the relationships involved are loving intimate relationships, as opposed to purely sexual relationships.",Root -> Categoría:Emociones
Confusión,"In medicine, confusion is the quality or state of being bewildered or unclear. The term ""acute mental confusion"" is often used interchangeably with delirium in the International Statistical Classification of Diseases and Related Health Problems and the Medical Subject Headings publications to describe the pathology. These refer to the loss of orientation, or the ability to place oneself correctly in the world by time, location and personal identity. Mental confusion is sometimes accompanied by disordered consciousness (the loss of linear thinking) and memory loss (the inability to correctly recall previous events or learn new material).",Root -> Categoría:Emociones
Coraje,"Courage (also called bravery or valor) is the choice and willingness to confront agony, pain, danger, uncertainty, or intimidation. Valor is courage or bravery, especially in battle.
Physical courage is bravery in the face of physical pain, hardship, even death, or threat of death; while moral courage is the ability to act rightly in the face of popular opposition, shame, scandal, discouragement, or personal loss.
The classical virtue of fortitude (andreia, fortitudo) is also translated ""courage"", but includes the aspects of perseverance and patience. In the Western tradition, notable thoughts on courage have come from philosophers Socrates, Plato, Aristotle, Aquinas, and Kierkegaard, as well as Christian beliefs and texts.
In the Hindu tradition, mythology has given many examples of bravery, valor and courage, with examples of both physical and moral courage exemplified. In the Eastern tradition, some thoughts on courage were offered by the Tao Te Ching.",Root -> Categoría:Emociones
Corazón roto,"Broken heart (also known as a heartbreak or heartache) is a metaphor for the intense emotional stress or pain one feels at experiencing great and deep longing. The concept is cross-cultural, often cited with reference to unreciprocated or lost love.Failed romantic love can be extremely painful; people with a broken heart may succumb to depression, anxiety and, in more extreme cases, post-traumatic stress disorder.",Root -> Categoría:Emociones
Culpa,"Guilt is a moral emotion that occurs when a person believes or realizes—accurately or not—that they have compromised their own standards of conduct or have violated universal moral standards and bear significant responsibility for that violation.
Guilt is closely related to the concept of remorse, regret, as well as shame.
Guilt is an important factor in perpetuating obsessive–compulsive disorder symptoms.",Root -> Categoría:Emociones
Decepción,"Disappointment is the feeling of dissatisfaction that follows the failure of expectations or hopes to manifest. Similar to regret, it differs in that a person who feels regret focuses primarily on the personal choices that contributed to a poor outcome, while a person feeling disappointment focuses on the outcome itself. It is a source of psychological stress. The study of disappointment—its causes, impact, and the degree to which individual decisions are motivated by a desire to avoid it—is a focus in the field of decision analysis, as disappointment is, along with regret, one of two primary emotions involved in decision-making.",Root -> Categoría:Emociones
Deseo,"Desires are states of mind that are expressed by terms like ""wanting"", ""wishing"", ""longing"" or ""craving"". A great variety of features is commonly associated with desires. They are seen as propositional attitudes towards conceivable states of affairs. They aim to change the world by representing how the world should be, unlike beliefs, which aim to represent how the world actually is. Desires are closely related to agency: they motivate the agent to realize them. For this to be possible, a desire has to be combined with a belief about which action would realize it. Desires present their objects in a favorable light, as something that appears to be good. Their fulfillment is normally experienced as pleasurable in contrast to the negative experience of failing to do so. Conscious desires are usually accompanied by some form of emotional response. While many researchers roughly agree on these general features, there is significant disagreement about how to define desires, i.e. which of these features are essential and which ones are merely accidental. Action-based theories define desires as structures that incline us toward actions. Pleasure-based theories focus on the tendency of desires to cause pleasure when fulfilled. Value-based theories identify desires with attitudes toward values, like judging or having an appearance that something is good.
Desires can be grouped into various types according to a few basic distinctions. Intrinsic desires concern what the subject wants for its own sake while instrumental desires are about what the subject wants for the sake of something else. Occurrent desires are either conscious or otherwise causally active, in contrast to standing desires, which exist somewhere in the back of one's mind. Propositional desires are directed at possible states of affairs while object-desires are directly about objects. Various authors distinguish between higher desires associated with spiritual or religious goals and lower desires, which are concerned with bodily or sensory pleasures. Desires play a role in many different fields. There is disagreement whether desires should be understood as practical reasons or whether we can have practical reasons without having a desire to follow them. According to fitting-attitude theories of value, an object is valuable if it is fitting to desire this object or if we ought to desire it. Desire-satisfaction theories of well-being state that a person's well-being is determined by whether that person's desires are satisfied.
Marketing and advertising companies have used psychological research on how desire is stimulated to find more effective ways to induce consumers into buying a given product or service. Techniques include creating a sense of lack in the viewer or associating the product with desirable attributes. Desire plays a key role in art. The theme of desire is at the core of romance novels, which often create drama by showing cases where human desire is impeded by social conventions, class, or cultural barriers. Melodrama films use plots that appeal to the heightened emotions of the audience by showing ""crises of human emotion, failed romance or friendship"", in which desire is thwarted or unrequited.",Root -> Categoría:Emociones
Desprecio,"Contempt is a pattern of attitudes and behaviour, often towards an individual or a group, but sometimes towards an ideology, which has the characteristics of disgust and anger.The word originated in 1393 in Old French contempt, contemps, from the Latin word contemptus meaning ""scorn"". It is the past participle of contemnere and from con- intensive prefix + temnere ""to slight, scorn"". Contemptuous appeared in 1529.It is classified among Paul Ekman's seven basic emotions of contempt, anger, disgust, fear, happiness, sadness, and surprise.
Robert C. Solomon places contempt on the same continuum as resentment and anger, and he argues that the differences between the three are that resentment is anger directed towards a higher-status individual; anger is directed towards an equal-status individual; and contempt is anger directed towards a lower-status individual.",Root -> Categoría:Emociones
Diversión,"Recreation is an activity of leisure, leisure being discretionary time. The ""need to do something for recreation"" is an essential element of human biology and psychology. Recreational activities are often done for enjoyment, amusement, or pleasure and are considered to be ""fun"".",Root -> Categoría:Emociones
Paul Ekman,"Paul Ekman (born February 15, 1934) is an American psychologist and professor emeritus at the University of California, San Francisco who is a pioneer in the study of emotions and their relation to facial expressions. He was ranked 59th out of the 100 most cited psychologists of the twentieth century. Ekman conducted seminal research on the specific biological correlations of specific emotions, attempting to demonstrate the universality and discreteness of emotions in a Darwinian approach.",Root -> Categoría:Emociones
Emoción,"Emotions are mental states brought on by neurophysiological changes, variously associated with thoughts, feelings, behavioural responses, and a degree of pleasure or displeasure. There is currently no scientific consensus on a definition. Emotions are often intertwined with mood, temperament, personality, disposition, or creativity.Research on emotion has increased over the past two decades with many fields contributing including psychology, medicine, history, sociology of emotions, and computer science. The numerous theories that attempt to explain the origin, function and other aspects of emotions have fostered more intense research on this topic. Current areas of research in the concept of emotion include the development of materials that stimulate and elicit emotion. In addition, PET scans and fMRI scans help study the affective picture processes in the brain.From a mechanistic perspective, emotions can be defined as ""a positive or negative experience that is associated with a particular pattern of physiological activity."" Emotions produce different physiological, behavioral and cognitive changes. The original role of emotions was to motivate adaptive behaviors that in the past would have contributed to the passing on of genes through survival, reproduction, and kin selection.In some theories, cognition is an important aspect of emotion. Other theories, however, claim that emotion is separate from and can precede cognition. Consciously experiencing an emotion is exhibiting a mental representation of that emotion from a past or hypothetical experience, which is linked back to a content state of pleasure or displeasure. The content states are established by verbal explanations of experiences, describing an internal state.Emotions are complex. There are various theories on the question of whether or not emotions cause changes in our behaviour. On the one hand, the physiology of emotion is closely linked to arousal of the nervous system. Emotion is also linked to behavioral tendency. Extroverted people are more likely to be social and express their emotions, while introverted people are more likely to be more socially withdrawn and conceal their emotions. Emotion is often the driving force behind motivation. On the other hand, emotions are not causal forces but simply syndromes of components, which might include motivation, feeling, behaviour, and physiological changes, but none of these components is the emotion. Nor is the emotion an entity that causes these components.Emotions involve different components, such as subjective experience, cognitive processes, expressive behavior, psychophysiological changes, and instrumental behavior. At one time, academics attempted to identify the emotion with one of the components: William James with a subjective experience, behaviorists with instrumental behavior, psychophysiologists with physiological changes, and so on. More recently, emotion is said to consist of all the components. The different components of emotion are categorized somewhat differently depending on the academic discipline. In psychology and philosophy, emotion typically includes a subjective, conscious experience characterized primarily by psychophysiological expressions, biological reactions, and mental states. A similar multi-componential description of emotion is found in sociology. For example, Peggy Thoits described emotions as involving physiological components, cultural or emotional labels (anger, surprise, etc.), expressive body actions, and the appraisal of situations and contexts.",Root -> Categoría:Emociones
Emociones autoconscientes,"Self-conscious emotions, such as guilt, shame, embarrassment, and pride, are a variety of social emotions that relate to our sense of self and our consciousness of others' reactions to us.",Root -> Categoría:Emociones
Empatía,"Empathy is the capacity to understand or feel what another person is experiencing from within their frame of reference, that is, the capacity to place oneself in another's position. Definitions of empathy encompass a broad range of social, cognitive, and emotional processes primarily concerned with understanding others (and others' emotions in particular). Types of empathy include cognitive empathy, emotional (or affective) empathy, somatic empathy, and spiritual empathy.",Root -> Categoría:Emociones
Entusiasmo,"In modern usage, enthusiasm refers to intense enjoyment, interest, or approval expressed by a person. The term is related to playfulness, inventiveness, optimism and high energy. The word was originally used to refer to a person possessed by God, or someone who exhibited intense piety.",Root -> Categoría:Emociones
Envidia,"Envy (from Latin invidia) is an emotion which occurs when a person lacks another's superior quality, achievement, or possession and either desires it or wishes that the other lacked it.Aristotle defined envy as pain at the sight of another's good fortune, stirred by ""those who have what we ought to have"". Bertrand Russell said that envy was one of the most potent causes of unhappiness. Recent research considered the conditions under which it occurs, how people deal with it, and whether it can inspire people to emulate those they envy.",Root -> Categoría:Emociones
Esperanza,"Hope is an  optimistic state of mind that is based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large.
As a verb, its definitions include: ""expect with confidence"" and ""to cherish a desire with anticipation.""Among its opposites are dejection, hopelessness, and despair.",Root -> Categoría:Emociones
Estupor,"Stupor is the lack of critical mental function and a level of consciousness, in which an affected person is almost entirely unresponsive and responds only to intense stimuli such as pain. The word derives from the Latin stupor (""numbness, insensibility"").",Root -> Categoría:Emociones
Excitación sexual,"Sexual arousal (also known as sexual excitement) describes the physiological and psychological responses in preparation for sexual intercourse or when exposed to sexual stimuli. A number of physiological responses occur in the body and mind as preparation for sexual intercourse, and continue during intercourse. Male arousal will lead to an erection, and in female arousal the body's response is engorged sexual tissues such as nipples, vulva, clitoris, vaginal walls, and vaginal lubrication. Mental stimuli and physical stimuli such as touch, and the internal fluctuation of hormones, can influence sexual arousal.
Sexual arousal has several stages and may not lead to any actual sexual activity beyond a mental arousal and the physiological changes that accompany it. Given sufficient sexual stimulation, sexual arousal reaches its climax during an orgasm. It may also be pursued for its own sake, even in the absence of an orgasm.",Root -> Categoría:Emociones
Éxtasis,"Ecstasy (from Ancient Greek ἔκστασις ékstasis, meaning 'outside of oneself') is a subjective experience of total involvement of the subject, with an object of their awareness.  In classical Greek literature it refers to removal of the mind or body ""from its normal place of function.""Total involvement with an object of interest is not an ordinary experience. Ecstasy is an example of an altered state of consciousness characterized by diminished awareness of other objects or the total lack of the awareness of surroundings and everything around the object. The word is also used to refer to any heightened state of consciousness or intensely pleasant experience. It is also used more specifically to denote states of awareness of non-ordinary mental spaces, which may be perceived as spiritual (the latter type of ecstasy often takes the form of religious ecstasy).",Root -> Categoría:Emociones
Fanatismo,"Fanaticism (from the Latin adverb fānāticē [fren-fānāticus; enthusiastic, ecstatic; raging, fanatical, furious]) is a belief or behavior involving uncritical zeal or an obsessive enthusiasm.",Root -> Categoría:Emociones
