Crepe de alforfón,"A buckwheat pancake is a pancake made with buckwheat flour. Types of buckwheat pancake associated with specific regions include:

Blini, Eastern Europe, with a buckwheat variety particularly popular in Russia, Ukraine (hrechanyky or гречаники), and Lithuania (grikių blynai)
Crêpe bretonne, a savory pancake known as bleud ed-du  from Lower Brittany in France
Kaletez (galette de sarrasin), a buckwheat pancake in Breton cuisine
Memil-buchimgae, a variety of Korean pancake with buckwheat flour and cabbage
Ploye, a Canadian pancake, particularly popular in New Brunswick"
Caracoles a la llauna,"Caragols a la llauna (or cargols a la llauna, in certain dialects, or ""cargolada"" in Northern Catalonia) is a delicacy of Catalan cuisine. It is a simple plate for land snails cooked on a grill, or in a llauna (tin pan) in an oven. They are served with aioli or vinagrette. The dish is particularly favored in Terres de Lleida, where it has been promoted since 1980 by the Aplec del Caragol de Lleida, and in the Pyrenees. The same term is also used for a similar dish in Andorra."
mincemeat,"Mincemeat is a mixture of chopped dried fruit, distilled spirits and spices, and often beef suet, usually used as a pie or pastry filling. Mincemeat formerly contained meat, notably beef or venison. Many modern recipes replace the suet with vegetable shortening. Mincemeat is found in the Anglosphere."
Leberwurst,"Liverwurst, leberwurst, or liver sausage is a kind of sausage made from liver. It is eaten in many parts of Europe, including Austria, Bulgaria, Croatia, the Czech Republic, Denmark, Finland, Germany, Hungary, Latvia, the Netherlands, Norway, Poland, Romania (especially in Transylvania), Russia, Serbia, Slovakia, Slovenia, Sweden, Ukraine, United Kingdom; it is also found in North and South America, notably in Argentina and Chile.
Some liverwurst varieties are spreadable.  Liverwurst usually contains pigs' or calves' liver. Other ingredients are meat (notably veal), fat, and spices including ground black pepper, marjoram, allspice, thyme, ground mustard seed, and nutmeg. Many regions in Germany have distinct recipes for liverwurst. Adding ingredients like pieces of onion or bacon to the recipe make each variety of liverwurst very important to cultural identity. For example, the Thüringer Leberwurst (Thuringian liverwurst) has a Protected Geographical Status throughout the EU. Recently, more exotic additions such as cowberries and mushrooms have gained popularity."
ham and eggs,"Ham and eggs is a dish combining various preparations of its main ingredients, ham and eggs. It has been described as a staple of ""an old-fashioned American breakfast"". It is also served as a lunch and dinner dish. Some notable people have professed an affinity for the dish, such as Duncan Hines and Puyi. Similar dishes include bacon and eggs, Spanish eggs, the Denver omelette and Eggs Benedict.
The term ""ham and eggs"" and some variations of it have been used in various cultural contexts. It has been used as a slang term in the United States, and has also been used to refer to various entities and events in the United States.

"
Musa acuminata AAA Group Mutika/Lujugira Subgroup,"Matoke, locally also known as matooke, amatooke in Buganda (Central Uganda), ekitookye in southwestern Uganda, ekitooke in western Uganda, kamatore in Lugisu (Eastern Uganda), ebitooke in northwestern Tanzania, igitoki in Rwanda, Burundi and by the cultivar name East African Highland banana, is a starchy triploid banana cultivar originating from the African Great Lakes. The fruit is harvested green, carefully peeled, and then cooked and often mashed or pounded into a meal. In Uganda and Rwanda, the fruit is steam-cooked, and the mashed meal is considered a national dish in both countries.Matoke bananas are a staple food crop in Uganda, Tanzania and other Great Lakes countries. They are also known as the Mutika/Lujugira subgroup.
The medium-sized green fruits, which are of a specific group of banana, the East African Highland bananas (Musa AAA-EA), are known in the Bantu languages of Uganda as matoke.
Cooking bananas have long been and still are a common staple crop around the Lake Victoria area of Uganda, and in the West and Kilimanjaro regions of Tanzania."
Supersize,"Supersize is a phrase that means “to sizably increase the amount or the extent of something”.The phrase was particularly used by McDonald's restaurants to upsize their French fries and soft drinks to an extra-large size. In the United States, McDonald's introduced the supersized option in the summer of 1987.For Disney’s 1988 film “Who Framed Roger Rabbit,” instead of running a Happy Meal promotion targeted at children, they opted for a “super-size” promotion, “designed to appeal to teen-agers and young adults, the same as the movie's audience.”  The same held true for 1993 Steven Spielberg film “Jurassic Park”, when McDonald’s introduced Dino-Sized drink and fry options.In March 2004, McDonald's announced a plan to phase out the Supersize option, citing needs to simplify the menu and to offer healthier food choices.

"
lamian,"Lamia (; Greek: Λάμια), in ancient Greek mythology, was a child-eating monster and, in later tradition, was regarded as a type of night-haunting spirit (daemon).
In the earliest stories, Lamia was a beautiful queen of Libya who had an affair with Zeus. Upon learning this, Zeus's wife Hera robbed Lamia of her children, the offspring of her affair with Zeus, either by kidnapping or by killing them. The loss of her children drove Lamia insane, and in vengeance and despair, Lamia snatched up any children she could find and devoured them. Because of her cruel acts, her physical appearance changed to become ugly and monstrous. Zeus gave Lamia the power of prophecy and the ability to take out and reinsert her eyes, possibly because she was cursed by Hera with insomnia or because she could no longer close her eyes, so that she was forced to always obsess over her lost children.The lamiai also became a type of phantom, synonymous with the empusai who seduced young men to satisfy their sexual appetite and fed on their flesh afterward. An account of Apollonius of Tyana's defeat of a lamia seductress inspired the poem Lamia by Keats.
Lamia has been ascribed serpentine qualities, which some commentators believe can be firmly traced to mythology from antiquity; they have found analogues in ancient texts that could be designated as lamiai (or lamiae) which are part-serpent beings. These include the half-woman, half-snake beasts of the ""Libyan myth"" told by Dio Chrysostom, and the monster sent to Argos by Apollo to avenge Psamathe (Crotopus).
In previous centuries, Lamia was used in Greece as a bogeyman to frighten children into obedience, similar to the way parents in Spain, Portugal and Latin America used the Coco."
Lontong,Indonesian traditional rice cake originally from Java island
Cochifrito,"Cuchifritos (Spanish pronunciation: [kutʃiˈfɾitos]) or cochifritos refers to various fried foods prepared principally of pork in Spanish and Puerto Rican cuisine. In Spain, cuchifritos are a typical dish from Segovia in Castile. The dish consists of pork meat fried in olive oil and garlic and served hot. In Puerto Rico they include a variety of dishes including morcilla (blood sausage), papas rellenas (fried potato balls stuffed with meat), and chicharron (fried pork skin), and other parts of the pig prepared in different ways. Some cuchifritos dishes are prepared using plantain as a primary ingredient. Cuchifritos vendors also typically serve juices and drinks such as passionfruit, pineapple, and coconut juice, as well as ajonjolí, a drink made from sesame seeds."
Stromboli (alimento),"Stromboli is a type of turnover filled with various Italian cheeses (typically mozzarella) and usually Italian cold cuts (typically Italian meats such as salami, capocollo and bresaola) or vegetables. The dough used is either Italian bread dough or pizza dough. Stromboli was invented by Italian-Americans in the United States in the Philadelphia area. The name of the dish is taken from the 1950 film Stromboli, which in turn is named after a volcanic island off the coast of Sicily.
A stromboli is similar to a calzone, and the two are sometimes confused. Unlike calzones, which are always stuffed and folded into a crescent shape, a stromboli is typically rolled or folded into a cylinder, and may sometimes contain a thin layer of tomato sauce on the inside.

"
Arroz caldoso,"Arroz Caldoso is a dish which originated in Spain. It literally means ""brothy rice"" and consists of broth (bouillon) and rice with diverse flavourings and extra ingredients. The recipe is quite varied depending in which region of the Iberian peninsula it is prepared. Variations of this dish range from a recipe quite similar to Italian risotto, to a rice soup, to a dish that could be mistaken for paella."
Gulyásleves,"Gulyásleves (gulyás and leves mean herdsman and soup in Hungarian), is a Hungarian soup, made of beef, vegetables, ground paprika and other spices.  It originates from a dish cooked by the cattlemen (Hungarian: gulya = cattle herd, gulyás = cattle herder), who tended their herds in the Great Hungarian Plain (known as the Alföld or puszta in Hungarian). These Hungarian cowboys often camped out with their cattle days away from populated areas, so they had to make their food from ingredients they could carry with themselves, and this food had to be cooked in the one available portable cauldron (called bogrács) over an open fire.
The word bogrács is a loanword from Ottoman Turkish باقراج (spelled bakraç in modern Turkish), meaning a cauldron made of copper; from the word ""copper"" in Old Turkish language (spelled bakır in modern Turkish).
The original dish called bográcsgulyás was a stew, not a soup. Traditional Hungarian bográcsgulyás (cauldron goulash) is often still cooked outdoors over an open fire in a cauldron, giving the appearance of a barbecue. Later on when the dish left the peasant cuisines and became popular even in the town, it started to be cooked more like a soup. Nowadays the dish served in the Hungarian restaurants is a soup, but the locals cook the dish called gulyás as a stew and gulyásleves like a soup.
There are different variations of the recipe. The meat is beef, but often mixed meats are used (e.g. beef, pork and mutton or lamb). Tomatoes, carrots and fresh peppers (often hot chilies) are also added. Onions, paprika and caraway seeds provide its flavour. Cubed potatoes or pasta squares are typically added to this spicy soup. This dish is not to be confused with other dishes, like pörkölt or paprikás."
Agliata,"Agliata (Italian pronunciation: [aʎˈʎaːta]; from aglio, ""garlic""; Ligurian: aggiadda [aˈdʒadˑa]) is a savory and pungent garlic sauce and condiment in Italian cuisine used to flavor and accompany grilled or boiled meats, fish and vegetables. It is first attested in Ancient Rome, and it remains part of the cuisine of Liguria. Porrata is a similar sauce prepared with leeks in place of garlic."
sautéed reindeer,"Sautéed reindeer (Finnish: poronkäristys, Swedish: renskav, Norwegian: finnbiff, Northern Sami: báistebiđus) is perhaps the best known traditional meal from Sápmi, especially in Finland, Sweden, Norway and Russia and Sakha. Usually steak or the back of the reindeer is used. It is sliced thinly (usually while the meat is still frozen so that it is easier to cut through), fried in fat (traditionally in reindeer fat, but butter and oil are more common nowadays), and spiced with black pepper and salt. Finally, some water, cream, or beer is added, and it is cooked until tender. The dish is served with mashed potatoes and lingonberry preserves or, more traditionally, with raw lingonberries mashed with sugar. In Finland, the meat is often served with pickled cucumber, which is not as common in Sweden."
stroganina,"Stroganina (Russian строганина, literally ""shavings"") is a dish of the indigenous people of northern Arctic Siberia consisting of raw, thin, long-sliced frozen fish. Around Lake Baikal, the dish is referred to as raskolotka. Traditional stroganina is made with freshwater whitefish salmonids found in the Siberian Arctic waters such as nelma, muksun, chir, and omul. Rarely, it is made with sturgeon. This dish is popular with native Siberians, and is present in Yakutian cuisine, Eskimo cuisine, Komi cuisine and Yamal cuisine. It is often paired with vodka."
coniglio alla sanremese,"Rabbit alla Sanremese (or rabbit alla sanremasca, Cunìu a-a sanremasca in dialect) is a recipe based on rabbit, cooked and served with a sauce enriched with olives, walnuts and herbs.
Its a traditional dish of Ligurian cuisine.
The rabbit meat is ""al salto"" in a pan where onion, thyme, rosemary, a stalk of celery, a few walnuts, a glass of red wine and taggiasche olives are added. Separately, the liver and the head of the rabbit are cooked and pounded to extract the sauce.
The sauce can also be used to season pasta.With some variations the recipe is spread all over Liguria and is called Coniglio alla ligure."
Rheintaler Ribelmais,"Rheintaler Ribelmais, Rheintaler Ribel or Türggenribel is a ground product that is made from a traditional type of maize grown in the Swiss Rhine Valley and Liechtenstein. Since summer 2000, Rheintaler Ribel AOP (formerly AOC) has been the only Swiss cereal product with a protected geographical indication. The name Ribelmais comes from the traditional dish, Ribel, from which it is made."
Ahle Wurst,"The Ahle Wurst (or Aahle Worscht) is a hard pork sausage made in northern Hesse, Germany. Its name is a dialectal form of alte Wurst – ""old sausage"".
Depending on the shape it is also called ""Stracke"" if elongated or ""Runde"" if round.
Ahle Wurst is a sausage made of pork meat and bacon. Seasoned only with salt and pepper, there are regional differences and some butchers add nutmeg, cloves, pepper, sugar, garlic, cumin and rum or brandy.
In traditional manufacturing only heavy pigs are processed fresh (with the meat still warm) and quality cuts of meat produced. The slow maturation at relatively high humidity is the distinguishing mark of the sausage. The sausage can be smoked or made air-dried."
Mars frito,Deep fried Scottish confectionery
Tarta de arroz,"In Dutch and Belgian cuisine, rijsttaart(je)/rijstevlaai (Dutch) or tarte au riz (French) (German: Reisfladen, all translate to “rice flan”) is a pie with a filling based on rice pudding. It is native to Verviers and popular around the wider region of Eastern Belgium, south-eastern Netherlands and the German region around Aachen. It is best served cold.
Typically they are made 'single-crust'—with no layer of pastry covering the top."
faláfel,traditional Middle Eastern food: deep-fried balls of ground chickpeas or fava beans
Carbonade,"Flemish Stew, also known as stoofvlees or carbonnade or called à la flamande (in Dutch stoverij or stoofvlees) is a Flemish beef (or pork) and onion stew popular in Belgium, the Netherlands and French Flanders, made with beer, thyme, juniper berries, mustard and spiced bread. In French, a carbon(n)ade may also be a dish of grilled horse loin and certain beef stews cooked with red wine such as beef bourguignon in the east of France, but in English, carbonnade is generally the Belgian dish. The dish is occasionally called Flemish stew, but that is a generic term, also used for waterzooi, hochepot, and so on.Commonly recommended beers for this dish include Oud bruin (Old Brown Beer), Brune Abbey beer and Flanders red. Just before serving, a small amount of cider or wine vinegar and either brown sugar or red currant jelly are sometimes added.Carbonade is often accompanied by french fries, boiled potatoes or stoemp. It is widely available in restaurants and friteries in Belgium and the Netherlands."
Tzimmes,"Tzimmes, or tsimmes (Yiddish: צימעס, Hebrew: צִימֶעס), is a traditional Ashkenazi Jewish stew typically made from carrots and dried fruits such as prunes or raisins, often combined with other root vegetables (including yam).Tzimmes is often part of the Rosh Hashanah meal, when it is traditional to eat sweet and honey-flavored dishes. Some cooks add chunks of meat (usually beef flank or brisket). The dish is cooked slowly over low heat and flavored with honey or sugar and sometimes cinnamon or other spices.The name is a Yiddish word that, according to the Oxford English Dictionary, may come from the Middle High German word imbīz 'meal'. ""To make a big tzimmes over something"" is a Yinglish expression that means to make a big fuss, perhaps because of the slicing, mixing, and stirring that go into the preparation of the dish."
gulash,"Goulash (Hungarian: gulyás), is a soup or stew of meat and vegetables seasoned with paprika and other spices. Originating in Hungary, goulash is a common meal predominantly eaten in Central Europe but also in other parts of Europe. It is one of the national dishes of Hungary and a symbol of the country.Its origin traces back to the 9th century, to stews eaten by Hungarian shepherds. At that time, the cooked and flavored meat was dried with the help of the sun and packed into bags produced from sheep's stomachs, needing only water to make it into a meal. Earlier versions of goulash did not include paprika, as it was not introduced to Europe until the 16th century."
bocconotto,"A bocconotto (or boconotto) is a pastry typical of the Italian regions of Apulia, Abruzzo, and Calabria. It is often eaten at Christmas.Its filling varies according to the region in which it is produced. In Abruzzo, this filling may contain cocoa powder, cinnamon, and toasted almonds."
Amatriciana,"Sugo all'amatriciana (Italian pronunciation: [ˈsuːɡo allamatriˈtʃaːna]), or alla matriciana (in Romanesco dialect), also known as salsa all'amatriciana, is a traditional Italian pasta sauce based on guanciale (cured pork cheek), pecorino romano cheese, tomato, and, in some variations, onion. Originating from the town of Amatrice (in the mountainous Province of Rieti of Lazio region), the Amatriciana is one of the best known pasta sauces in present-day Roman and Italian cuisine. The Italian government has named it a traditional agro-alimentary product of Lazio and Amatriciana tradizionale is registered as a Traditional Speciality Guaranteed in the EU and the UK."
salteña,"Salta (Spanish pronunciation: [ˈsalta]) is the capital and largest city in the Argentine province of the same name. With a population of 618,375 according to the 2010 census, it is also the 7th most-populous city in Argentina. The city serves as the cultural and economic center of the Valle de Lerma Metropolitan Area (Spanish: Área Metropolitana del Valle de Lerma, AMVL), which is home to over 50.9% of the population of Salta Province and also includes the municipalities of La Caldera, Vaqueros, Campo Quijano, Rosario de Lerma, Cerrillos, La Merced and San Lorenzo. Salta is the seat of the Capital Department, the most populous department in the province."
gachas,"Gachas is an ancestral basic dish from central and southern Spain. Its main ingredients are flour, water, olive oil, garlic, paprika and salt."
quibebé,"Quibebé ([kibe'be], Argentina, Bolivia, Paraguay, and Uruguay), kivevé ([kibe'be], Paraguay), or quibebe ([ki'bɛbi], Brazil) is a popular dish of semi-sweet winter squash stew or purée in Paraguayan, Northeastern Brazilian, and the North-Eastern Argentina gastronomies. It has a doughy texture and is of creamy consistency. Its taste is very pleasant and the primary ingredient is a pumpkin fruit that is called by the guarani name, ""andaí"" or ""zapallo anco"" of Cucurbita moschata. The fruit is a squash that may be elongated or spherical, and its exterior color ranges from green to orange, to reddish. The pulp is orange color (a color that in Guarany would be called ""reddish"", the translation of the term Kiveve), compact, of firm texture, and has a sweet flavor. 
Till the second part of the 19th century, the was very usual in the City of Buenos Aires and its area of influence.The origin of ""kiveve"" is located in Guaraní-Jesuit Missions."
Fabada,"Fabada asturiana, often simply known as fabada, is a rich Asturian bean stew, originally from and most commonly found in the autonomous community of Principality of Asturias, but widely available throughout the whole of Spain and in Spanish restaurants worldwide. Canned fabada is sold in most supermarkets across the country.
Fabada is a hot and heavy dish and for that reason is most commonly eaten during winter and as the largest meal of the day, lunch. It is usually served as a starter, but may also be the main course of the meal. It is typically served with Asturian cider or a red wine."
Avial,"Avial (Malayalam: wikt:അവിയല്‍, pronounced [aʋijal]) is an Indian dish with origins in the Kerala, Tamil Nadu and Udupi regions of India.  It is a thick mixture of 13 vegetables commonly found in the western ghats and coconut, seasoned with coconut oil and curry leaves. Avial is considered an essential part of the Main meal (Oonu in Malayalam) and also served as a delicacy in south India.Central Travancore has a slightly different variety of avial with its thin gravy whereas the classical avial is thick."
Zwetschgenknödel,"Knedle (from German knödel, ""dumpling""), is a dish of boiled potato-dough dumplings filled with plums or apricots, originating in the Austro-Hungarian Empire. Popular in Central and Eastern European countries, the dish is eaten as dessert, a main dish, or side dish."
paella,"Paella (, , py-EL-ə, pah-AY-yə, Valencian: [paˈeʎa], Spanish: [paˈeʎa]) is a rice dish originally from Valencia. While it is commonly viewed by non-Spaniards as Spain's national dish, Spaniards almost unanimously consider it to be a dish from the Valencian region. Valencians, in turn, regard paella as one of their identifying symbols. It is one of the best-known dishes in Spanish cuisine.
The dish takes its name from the wide, shallow traditional pan used to cook the dish on an open fire, paella being the word for a frying pan in Valencia's regional language. As a dish, it may have ancient roots, but in its modern form it is traced back to the mid-19th century, in the rural area around the Albufera lagoon adjacent to the city of Valencia, on the Mediterranean coast of Spain.Paella valenciana is the traditional paella of the Valencia region, believed to be the original recipe, and consists of round-grain rice, bajoqueta and tavella (varieties of green beans), rabbit, chicken, sometimes duck, and garrofó (a variety of lima or butter bean), cooked in olive oil and chicken broth. The dish is sometimes seasoned with whole rosemary branches. Traditionally, the yellow color comes from saffron, but turmeric and calendula can be used as substitutes. Artichoke hearts and stems may be used as seasonal ingredients. Most paella cooks use bomba rice, but Valencians tend to use a cultivar known as senia.Paella de marisco (seafood paella) replaces meat with seafood and omits beans and green vegetables, while paella mixta (mixed paella) combines meat from livestock, seafood, vegetables, and sometimes beans, with the traditional rice.
Other popular local variations of paella are cooked all through the Mediterranean area, the rest of Spain and internationally."
Skordalia,"Skordalia or skordhalia or skorthalia (Greek: σκορδαλιά [skorðaˈʎa], also called αλιάδα, aliada/aliatha), is a thick purée  (sauce, dip, spread, etc.) in Greek cuisine traditionally made by combining crushed garlic with a bulky base (often in a large mortar and pestle)—which may be a purée of potatoes (particularly in Cephalonia), walnuts, almonds or liquid-soaked stale bread—and then beating olive oil in to make a smooth emulsion, to which some vinegar is added."
Syrniki,"Syrniki (Belarusian: сырнікі; Russian: сырники) or syrnyky (Ukrainian: сирники) are fried Eastern Slavic quark (curd cheese) pancakes. In Russia, they are also known as tvorozhniki (творо́жники). They are a part of Belarusian, Russian, Ukrainian, Latvian (sirņiki), Lithuanian and Serbian cuisine. Their simplicity and delicious taste have made them very popular in Eastern Europe."
Kadu bouranee,Kadu bouranee is an Afghan pumpkin dish made by frying pumpkin with different spices. It is topped with chaka/sour cream and dried mint. Kadu bouranee is eaten with bread or rice.
Svið,"Svið (Icelandic pronunciation: ​[ˈsvɪːθ]; transliterated as svid or svith) is a traditional Icelandic dish consisting of a sheep's head  cut in half, singed to remove the fur, and boiled with the brain removed, sometimes cured in lactic acid.
Svið originally arose at a time when people could not afford to let any part of a slaughtered animal go to waste. It is part of þorramatur, a selection of various traditional Icelandic food that is served as a buffet, particularly at the Þorrablót mid-winter festival. It is used as the basis for sviðasulta (head cheese or brawn, made from bits of svið pressed into gelatinous loaves pickled in whey). Similar dishes can also be found in other Western Nordic countries, such as smalahove in Norway and seyðarhøvd on the Faroe Islands.
When eating svið, the ears are sometimes considered taboo due to the superstitious belief that when they (bearing the mark of the animal's owner) are removed, the eater will be accused of theft. It is sometimes held that if the little bone underneath the tongue is not broken, a child that cannot yet speak will remain silent forever. Many Icelanders consider the eye to be the best part of the head.Lara Weber, writing in the Chicago Tribune, described her experience of eating svið in a 1995 article on Icelandic cuisine:

Never did I expect to taste such a barbaric dish as a sheep's head. But a decade later there it was on my plate, looking up at me with a sorrowful glaze in its eyes. I pulled the jaw apart and stabbed a clump of meat with my fork. When in Iceland...
And it wasn't bad. Really. The cheek, where most of the meat is found, was tender and rather tasty. Dipped in a little rhubarb jelly, it was even better. Just beware of the eyes. Those baby blues are considered a delicacy. Well, really, it's the entire eye socket that some Icelanders find so appetizing, with or without the actual eyeball included. So plop that hunk of meat into your mouth and try to think about something else. Anything else."
Tramezzino,"The tramezzino (Italian: [tramedˈdziːno]; plural tramezzini) is a usually triangular Italian sandwich constructed from two slices of soft white bread, with the crusts removed. Popular fillings include tuna, olive, and prosciutto, but many other fillings can be used."
Tacos dorados,"A taquito (Spanish pronunciation: [taˈkito], Spanish for ""small taco""), tacos dorados,rolled taco, or flauta (Spanish pronunciation: [ˈflawta], Spanish for ""flute"") is a Mexican food dish that typically consists of a small rolled-up tortilla that contains  filling, including beef, cheese or chicken. The filled tortilla is then crisp-fried or deep-fried. The dish is often topped with condiments such as sour cream and guacamole. Corn tortillas are generally used to make taquitos. The dish is more commonly known as flautas when they are larger than their taquito counterparts, and can be made with either flour or corn tortillas."
Speckkuchen,"Speckkuchen is a type of quiche, a specialty of northern Hesse, Germany. It is a bacon pie/flan with a rye flour crust on the base and made with eggs, and in some villages contains high proportion of leeks or onions. It is popular as a quick snack in Kassel, especially on market days, sold at food stalls and bakeries. As with many regional specialties, every village and every baker has his own Speckkuchen recipe."
Delicias de Buda,"Buddha's delight, often transliterated as Luóhàn zhāi, lo han jai, or lo hon jai, is a vegetarian dish well known in Chinese and Buddhist cuisine. It is sometimes also called Luóhàn cài (simplified Chinese: 罗汉菜; traditional Chinese: 羅漢菜).
The dish is traditionally enjoyed by Buddhist monks who are vegetarians, but it has also grown in popularity throughout the world as a common dish available as a vegetarian option in Chinese restaurants.  The dish consists of various vegetables and other vegetarian ingredients (sometimes with the addition of seafood or eggs), which are cooked in soy sauce-based liquid with other seasonings until tender. The specific ingredients used vary greatly both inside and outside Asia."
